no	labeled_no	title	official_title	official_url	first_pub	official_words	txt_cjk_chars	deviation_pct	src_line_start	src_line_end
65	65	头颅中的另一个我	第65章 头颅中的另一个我	https://www.qidian.com/chapter/1025901449/637582158/	2021-02-26 19:25:43	2250	2347	4.3	3421	3474
66	66	地下冰库	第66章 地下冰库	https://www.qidian.com/chapter/1025901449/637640033/	2021-02-26 22:49:36	2081	2187	5.1	3476	3531
67	67	照片	第67章 照片	https://www.qidian.com/chapter/1025901449/637864299/	2021-02-27 22:34:26	2115	2210	4.5	3533	3582
68	68	纯粹的恶	第68章 纯粹的恶	https://www.qidian.com/chapter/1025901449/637864383/	2021-02-27 22:34:52	2562	2660	3.8	3584	3633
69	69	失常的亲人们	第69章 失常的亲人们	https://www.qidian.com/chapter/1025901449/638078211/	2021-02-28 22:54:59	2300	2408	4.7	3635	3690
70	70	最不幸的人才会拥有黑盒	第70章 最不幸的人才会拥有黑盒	https://www.qidian.com/chapter/1025901449/638079594/	2021-02-28 23:07:11	2032	2090	2.9	3692	3725
71	71	生命中的最后一次	第71章 生命中的最后一次	https://www.qidian.com/chapter/1025901449/638323468/	2021-03-01 21:52:11	2106	2197	4.3	3727	3774
72	72	独幕	第72章 独幕	https://www.qidian.com/chapter/1025901449/638323629/	2021-03-01 21:58:08	2056	2152	4.7	3776	3829
73	73	他成为主角的理由	第73章 他成为主角的理由	https://www.qidian.com/chapter/1025901449/638374668/	2021-03-02 11:43:48	2211	2297	3.9	3831	3879
74	74	第一个F级任务	第74章 第一个F级任务	https://www.qidian.com/chapter/1025901449/638462709/	2021-03-02 21:16:39	2163	2246	3.8	3881	3930
75	75	一位很能打的喜剧演员路过	第75章 一位很能打的喜剧演员路过	https://www.qidian.com/chapter/1025901449/638543171/	2021-03-03 12:42:14	2227	2326	4.4	3932	3987
76	76	镜神的游戏	第76章 镜神的游戏	https://www.qidian.com/chapter/1025901449/638616210/	2021-03-03 18:09:21	2085	2186	4.8	3989	4041
77	77	你哭它也哭，你笑它也笑	第77章 你哭它也哭，你笑它也笑	https://www.qidian.com/chapter/1025901449/638727147/	2021-03-04 12:06:38	2252	2367	5.1	4043	4102
78	78	男主韩非！	第78章 男主韩非！	https://www.qidian.com/chapter/1025901449/638755814/	2021-03-04 18:00:00	2223	2345	5.5	4104	4168
79	79	分饰两角	第79章 分饰两角	https://www.qidian.com/chapter/1025901449/638885427/	2021-03-05 12:09:58	2030	2116	4.2	4170	4215
80	80	第一位活人粉丝	第80章 第一位活人粉丝	https://www.qidian.com/chapter/1025901449/638887584/	2021-03-05 18:00:00	2109	2199	4.3	4217	4262
81	81	梦想实现的猝不及防	第81章 梦想实现的猝不及防	https://www.qidian.com/chapter/1025901449/639514319/	2021-03-06 12:00:00	2103	2215	5.3	4264	4323
82	82	清空六楼	第82章 清空六楼	https://www.qidian.com/chapter/1025901449/639514471/	2021-03-06 18:00:00	2140	2229	4.2	4325	4375
83	83	八楼	第83章 八楼	https://www.qidian.com/chapter/1025901449/639644173/	2021-03-07 12:00:00	2061	2176	5.6	4377	4440
84	84	瞳屋	第84章 瞳屋	https://www.qidian.com/chapter/1025901449/639644224/	2021-03-07 18:00:00	2016	2132	5.8	4442	4503
85	85	它正在看着我	第85章 它正在看着我	https://www.qidian.com/chapter/1025901449/639766563/	2021-03-08 12:00:00	2043	2144	4.9	4505	4558
86	86	恨意编织的房间	第86章 恨意编织的房间	https://www.qidian.com/chapter/1025901449/639766626/	2021-03-08 18:00:00	2099	2194	4.5	4560	4611
87	87	我不可以住进你的眼睛	第87章 我不可以住进你的眼睛	https://www.qidian.com/chapter/1025901449/639952319/	2021-03-09 12:00:00	2037	2136	4.9	4613	4664
88	88	生日礼物	第88章 生日礼物	https://www.qidian.com/chapter/1025901449/639952383/	2021-03-09 18:00:00	2135	2227	4.3	4666	4719
89	89	拍戏是业余爱好，主业是见义勇为	第89章 拍戏是业余爱好，主业是见义勇为	https://www.qidian.com/chapter/1025901449/640071889/	2021-03-10 12:00:00	2155	2249	4.4	4721	4772
90	90	去九楼的人很多，但他们全都没有再回来	第90章 去九楼的人很多，但他们全都没有再回来	https://www.qidian.com/chapter/1025901449/640072075/	2021-03-10 18:00:00	2126	2220	4.4	4774	4823
91	91	楼长	第91章 楼长	https://www.qidian.com/chapter/1025901449/640222035/	2021-03-11 12:00:00	2135	2226	4.3	4825	4877
92	92	十死无生的轮回	第92章 十死无生的轮回	https://www.qidian.com/chapter/1025901449/640222067/	2021-03-11 18:00:00	2066	2168	4.9	4879	4940
93	93	管理者是谁？	第93章 管理者是谁？	https://www.qidian.com/chapter/1025901449/640363809/	2021-03-12 12:00:00	2077	2177	4.8	4942	5000
94	94	危险游戏	第94章 危险游戏	https://www.qidian.com/chapter/1025901449/640363859/	2021-03-12 18:00:00	2287	2399	4.9	5002	5062
95	95	你接着嘻嘻啊！	第95章 你接着嘻嘻啊！	https://www.qidian.com/chapter/1025901449/640685390/	2021-03-13 12:00:00	2041	2147	5.2	5064	5120
96	96	通关的唯一方法	第96章 通关的唯一方法	https://www.qidian.com/chapter/1025901449/640685508/	2021-03-13 18:00:00	2707	2864	5.8	5122	5205
97	97	F级天赋招魂！	第97章 F级天赋招魂！	https://www.qidian.com/chapter/1025901449/640685669/	2021-03-14 12:00:00	2188	2266	3.6	5207	5253
98	98	十楼	第98章 十楼	https://www.qidian.com/chapter/1025901449/640685841/	2021-03-14 18:00:00	2035	2117	4.0	5255	5301
99	99	小八	第99章 小八	https://www.qidian.com/chapter/1025901449/640929308/	2021-03-15 11:46:51	2143	2238	4.4	5303	5351
100	100	这个世界的家人	第100章 这个世界的家人	https://www.qidian.com/chapter/1025901449/640929346/	2021-03-15 18:00:00	2238	2334	4.3	5353	5406
101	101	你我有一段“阴”缘	第101章 你我有一段“阴”缘	https://www.qidian.com/chapter/1025901449/640929541/	2021-03-16 12:00:00	2038	2111	3.6	5408	5455
102	102	以这种方式上热搜的演员，你是第一个	第102章 以这种方式上热搜的演员，你是第一个	https://www.qidian.com/chapter/1025901449/640929627/	2021-03-16 18:00:00	2077	2165	4.2	5457	5504
103	103	体力为十的男人	第103章 体力为十的男人	https://www.qidian.com/chapter/1025901449/641281958/	2021-03-17 12:00:00	2792	2919	4.5	5506	5573
104	104	招魂！	第104章 招魂！	https://www.qidian.com/chapter/1025901449/641281978/	2021-03-17 18:00:00	2224	2337	5.1	5575	5634
105	105	满脸疑惑的黄赢	第105章 满脸疑惑的黄赢	https://www.qidian.com/chapter/1025901449/641432300/	2021-03-18 11:55:33	2067	2165	4.7	5636	5698
106	106	没有玩过的阴间版本	第106章 没有玩过的阴间版本	https://www.qidian.com/chapter/1025901449/641432358/	2021-03-18 12:00:33	2055	2178	6.0	5700	5766
107	107	当事人已经忘记挣扎	第107章 当事人已经忘记挣扎（第一更）	https://www.qidian.com/chapter/1025901449/641586215/	2021-03-19 12:01:36	2088	2190	4.9	5768	5823
108	108	夜游神！	第108章 夜游神!（第二更）	https://www.qidian.com/chapter/1025901449/641586277/	2021-03-19 12:02:10	2149	2254	4.9	5825	5880
109	109	徐琴身上的诅咒	第109章 徐琴身上的诅咒（第三更）	https://www.qidian.com/chapter/1025901449/641586339/	2021-03-19 12:02:37	2081	2186	5.0	5882	5937
110	110	流下了被治愈的泪水	第110章 流下了被治愈的泪水（第四更求月票）	https://www.qidian.com/chapter/1025901449/641586397/	2021-03-19 12:03:48	2090	2173	4.0	5939	5986
111	111	房东的日记	第111章 房东的日记（第五更求月票）	https://www.qidian.com/chapter/1025901449/641586476/	2021-03-19 12:04:21	2053	2134	3.9	5988	6033
112	112	救了狗仔队的演员	第112章 救了狗仔队的演员（第六更求月票）	https://www.qidian.com/chapter/1025901449/641586505/	2021-03-19 12:05:16	2006	2094	4.4	6035	6086
113	113	曲文侯	第113章 曲文侯（第七更求月票）	https://www.qidian.com/chapter/1025901449/641586598/	2021-03-19 12:05:52	2098	2202	5.0	6088	6141
114	114	现在轮到我们来帮你了	第114章 现在轮到我们来帮你了（第八更求月票）	https://www.qidian.com/chapter/1025901449/641586634/	2021-03-19 12:06:26	2235	2318	3.7	6143	6188
115	115	最恐怖的怨念！	第115章 最恐怖的怨念！（第九更求月票）	https://www.qidian.com/chapter/1025901449/641586675/	2021-03-19 12:08:44	2464	2568	4.2	6190	6245
116	116	幸福小区业主委员会	第116章 幸福小区业主委员会（第十更求月票）	https://www.qidian.com/chapter/1025901449/641595250/	2021-03-19 14:09:31	2105	2185	3.8	6247	6289
117	117	那个学校的孩子需要被拯救	第117章 那个学校的孩子需要被拯救	https://www.qidian.com/chapter/1025901449/641758531/	2021-03-20 11:28:13	3078	3205	4.1	6291	6360
118	118	我技术过硬，你八字过硬，我们很配	第118章 我技术过硬，你八字过硬，我们很配	https://www.qidian.com/chapter/1025901449/641793602/	2021-03-20 18:27:34	3300	3437	4.2	6362	6432
119	119	十字路口的一百种死法	第119章 十字路口的一百种死法	https://www.qidian.com/chapter/1025901449/641879696/	2021-03-21 12:38:58	3412	3563	4.4	6434	6516
120	120	敲碗，撒米，烧照片	第120章 敲碗，撒米，烧照片	https://www.qidian.com/chapter/1025901449/641916129/	2021-03-21 19:07:27	3048	3206	5.2	6518	6601
121	121	需要我来送你回家吗？	第121章 需要我来送你回家吗？	https://www.qidian.com/chapter/1025901449/641994489/	2021-03-22 12:30:08	2209	2326	5.3	6603	6662
122	122	深夜便利店	第122章 深夜便利店	https://www.qidian.com/chapter/1025901449/642045757/	2021-03-22 19:18:03	3251	3409	4.9	6664	6744
123	123	如果我说我是来应聘的，你信吗？	第123章 如果我说我是来应聘的，你信吗？	https://www.qidian.com/chapter/1025901449/642206129/	2021-03-23 13:22:25	2062	2158	4.7	6746	6798
124	124	第一份工作	第124章 第一份工作	https://www.qidian.com/chapter/1025901449/642260628/	2021-03-23 19:04:09	3127	3253	4.0	6800	6865
125	125	打工是不可能打工的	第125章 打工是不可能打工的	https://www.qidian.com/chapter/1025901449/642374772/	2021-03-24 13:04:55	2415	2507	3.8	6867	6916
126	126	能拥有我这样的员工是老板的福报	第126章 能拥有我这样的员工是老板的福报	https://www.qidian.com/chapter/1025901449/642422917/	2021-03-24 19:44:17	3095	3231	4.4	6918	6993
127	127	我就一个临时工	第127章 我就一个临时工	https://www.qidian.com/chapter/1025901449/642506047/	2021-03-25 13:36:57	3329	3472	4.3	6995	7071
128	128	狂人！	第128章 狂人！	https://www.qidian.com/chapter/1025901449/642552714/	2021-03-25 18:57:07	2850	2970	4.2	7073	7134
129	129	楼长回来了！	第129章楼长回来了！	https://www.qidian.com/chapter/1025901449/642640320/	2021-03-26 11:47:39	2808	2964	5.6	7136	7217
130	130	F级诅咒物纸人	第130章 F级诅咒物纸人	https://www.qidian.com/chapter/1025901449/642679485/	2021-03-26 18:00:00	2528	2624	3.8	7219	7271
131	131	和谐的同事关系	第131章和谐的同事关系	https://www.qidian.com/chapter/1025901449/642844609/	2021-03-27 13:04:25	2670	2798	4.8	7273	7340
132	132	死亡的预兆	第132章 死亡的预兆	https://www.qidian.com/chapter/1025901449/642902683/	2021-03-27 22:38:17	2228	2310	3.7	7342	7387
133	133	他讲的所有怪谈全部出现了	第133章他讲的所有怪谈全部出现了	https://www.qidian.com/chapter/1025901449/642963662/	2021-03-28 15:07:51	2238	2327	4.0	7389	7435
134	134	我想当校长	第134章我想当校长	https://www.qidian.com/chapter/1025901449/643028036/	2021-03-28 20:26:57	2734	2876	5.2	7437	7510
135	135	李灾祸	第135章 李灾祸	https://www.qidian.com/chapter/1025901449/643283651/	2021-03-29 15:59:25	2745	2849	3.8	7512	7566
136	136	午夜旅馆	第136章 午夜旅馆	https://www.qidian.com/chapter/1025901449/643336429/	2021-03-29 22:27:32	2350	2473	5.2	7568	7638
137	137	作业写完了吗？	第137章 作业写完了吗？	https://www.qidian.com/chapter/1025901449/643389237/	2021-03-30 12:58:55	2321	2394	3.1	7640	7694
138	138	哪有什么隔夜仇？	第138章 哪有什么隔夜仇？	https://www.qidian.com/chapter/1025901449/643436759/	2021-03-30 18:21:59	3241	3388	4.5	7696	7779
139	139	尸体上的电话线	第139章 尸体上的电话线	https://www.qidian.com/chapter/1025901449/643569780/	2021-03-31 18:37:33	2803	2937	4.8	7781	7857
140	140	思念化为了诅咒	第140章 思念化为了诅咒	https://www.qidian.com/chapter/1025901449/643610119/	2021-03-31 23:20:43	2510	2624	4.5	7859	7920
141	141	八级	第141章 八级	https://www.qidian.com/chapter/1025901449/643682707/	2021-04-01 12:43:08	2085	2177	4.4	7922	7969
142	142	人生的转折点	第142章 人生的转折点	https://www.qidian.com/chapter/1025901449/643770500/	2021-04-01 19:34:31	2232	2331	4.4	7971	8024
143	143	那是碎开囚笼的声音！	第143章 那是碎开囚笼的声音！（求月票）	https://www.qidian.com/chapter/1025901449/643820832/	2021-04-01 23:56:22	2153	2245	4.3	8026	8074
144	144	我是一个善良且有原则的人	第144章 我是一个善良且有原则的人	https://www.qidian.com/chapter/1025901449/643903493/	2021-04-02 11:51:16	2236	2324	3.9	8076	8121
145	145	登榜	第145章 登榜	https://www.qidian.com/chapter/1025901449/643985286/	2021-04-02 18:24:47	2288	2388	4.4	8123	8174
146	146	我能把她家地暖直接接到地府	第146章 我能把她家地暖直接接到地府（求月票）	https://www.qidian.com/chapter/1025901449/644072126/	2021-04-02 23:53:24	3259	3402	4.4	8176	8253
147	147	楼内的歌声	第147章 楼内的歌声	https://www.qidian.com/chapter/1025901449/644167587/	2021-04-03 14:58:43	2261	2366	4.6	8255	8312
148	148	开启学校地图	第148章 开启学校地图	https://www.qidian.com/chapter/1025901449/644209943/	2021-04-03 20:42:23	2407	2511	4.3	8314	8372
149	149	不要吃别人给的东西	第149章 不要吃别人给的东西（求月票）	https://www.qidian.com/chapter/1025901449/644235816/	2021-04-03 23:14:06	2103	2211	5.1	8374	8430
150	150	三个小孩	第150章 三个小孩	https://www.qidian.com/chapter/1025901449/644334932/	2021-04-04 16:12:46	2208	2290	3.7	8432	8479
151	151	小朋友的东西你也抢？	第151章 小朋友的东西你也抢？	https://www.qidian.com/chapter/1025901449/644393132/	2021-04-04 23:11:14	2886	3044	5.5	8481	8564
152	152	人为营造出的怪谈事件	第152章 人为营造出的怪谈事件	https://www.qidian.com/chapter/1025901449/644499031/	2021-04-05 17:05:20	2238	2360	5.5	8566	8630
153	153	韩非和警方的默契	第153章 韩非和警方的默契	https://www.qidian.com/chapter/1025901449/644546981/	2021-04-05 23:02:41	2870	2984	4.0	8632	8692
154	154	罐子里装着什么？	第154章 罐子里装着什么？	https://www.qidian.com/chapter/1025901449/644670228/	2021-04-06 17:34:23	2674	2804	4.9	8694	8761
155	155	金生的学院怪谈	第155章 金生的学院怪谈	https://www.qidian.com/chapter/1025901449/644710418/	2021-04-06 21:27:46	2434	2548	4.7	8763	8828
156	156	G级诅咒物许愿罐	第156章 G级诅咒物许愿罐	https://www.qidian.com/chapter/1025901449/644844469/	2021-04-07 12:02:06	2062	2172	5.3	8830	8886
157	157	午夜的敲门声	第157章 午夜的敲门声	https://www.qidian.com/chapter/1025901449/644977442/	2021-04-07 21:38:01	2298	2399	4.4	8888	8949
158	158	是谁把她变成了怪物	第158章 是谁把她变成了怪物	https://www.qidian.com/chapter/1025901449/645086191/	2021-04-08 12:26:07	2791	2934	5.1	8951	9026
159	159	屋内屋外全都是	第159章 屋内屋外全都是	https://www.qidian.com/chapter/1025901449/645252282/	2021-04-08 18:49:14	2763	2906	5.2	9028	9106
160	160	上映当天	第160章 上映当天	https://www.qidian.com/chapter/1025901449/645453389/	2021-04-09 12:04:03	2257	2373	5.1	9108	9172
161	161	创造历史的新人！	第161章 创造历史的新人！	https://www.qidian.com/chapter/1025901449/645601549/	2021-04-09 22:14:49	3101	3233	4.3	9174	9246
162	162	所谓记录不就是用来打破的吗？	第162章 所谓记录不就是用来打破的吗？	https://www.qidian.com/chapter/1025901449/645693587/	2021-04-10 12:13:56	2414	2520	4.4	9248	9304
163	163	第三个夜晚	第163章 第三个夜晚	https://www.qidian.com/chapter/1025901449/645742882/	2021-04-10 19:09:24	2434	2544	4.5	9306	9362
164	164	背对人	第164章 背对人	https://www.qidian.com/chapter/1025901449/645861798/	2021-04-11 13:32:51	2558	2690	5.2	9364	9432
165	165	背对着你的脸	第165章 背对着你的脸	https://www.qidian.com/chapter/1025901449/645914864/	2021-04-11 20:43:31	2497	2623	5.0	9434	9501
166	166	全力以赴	第166章 全力以赴	https://www.qidian.com/chapter/1025901449/646046247/	2021-04-12 16:27:34	2094	2202	5.2	9503	9558
167	167	我救人的方式有些粗暴	第167章 我救人的方式有些粗暴	https://www.qidian.com/chapter/1025901449/646071449/	2021-04-12 18:31:57	2046	2149	5.0	9560	9616
168	168	一脉相传的教育理念	第168章 一脉相传的教育理念	https://www.qidian.com/chapter/1025901449/646160445/	2021-04-13 12:10:47	2401	2495	3.9	9618	9669
169	169	名师一对一辅导	第169章 名师一对一辅导	https://www.qidian.com/chapter/1025901449/646212202/	2021-04-13 18:24:13	2158	2251	4.3	9671	9719
170	170	傅生和死楼	第170章 傅生和死楼	https://www.qidian.com/chapter/1025901449/646490602/	2021-04-14 19:41:16	3094	3238	4.7	9721	9794
